,session,year,country,summary
930,41,1986,BTN,Summary not available due to computational constraints.
931,41,1986,ZMB,Summary not available due to computational constraints.
932,41,1986,ALB,Summary not available due to computational constraints.
933,41,1986,CYP,Summary not available due to computational constraints.
934,41,1986,NLD,Summary not available due to computational constraints.
935,41,1986,JAM,Summary not available due to computational constraints.
936,41,1986,YEM,Summary not available due to computational constraints.
937,41,1986,AUT,Summary not available due to computational constraints.
938,41,1986,PHL,Summary not available due to computational constraints.
939,41,1986,SOM,Summary not available due to computational constraints.
940,41,1986,TCD,Summary not available due to computational constraints.
941,41,1986,GHA,Summary not available due to computational constraints.
942,41,1986,ARE,Summary not available due to computational constraints.
943,41,1986,MWI,Summary not available due to computational constraints.
944,41,1986,IRQ,Summary not available due to computational constraints.
945,41,1986,THA,Summary not available due to computational constraints.
946,41,1986,CSK,Summary not available due to computational constraints.
947,41,1986,LBN,Summary not available due to computational constraints.
948,41,1986,SUR,Summary not available due to computational constraints.
949,41,1986,MUS,Summary not available due to computational constraints.
950,41,1986,LAO,Summary not available due to computational constraints.
951,41,1986,DOM,Summary not available due to computational constraints.
952,41,1986,BLZ,Summary not available due to computational constraints.
953,41,1986,MRT,Summary not available due to computational constraints.
954,41,1986,BEL,Summary not available due to computational constraints.
955,41,1986,IDN,Summary not available due to computational constraints.
956,41,1986,VUT,Summary not available due to computational constraints.
957,41,1986,NPL,Summary not available due to computational constraints.
958,41,1986,ETH,Summary not available due to computational constraints.
959,41,1986,LKA,Summary not available due to computational constraints.
960,41,1986,GRD,Summary not available due to computational constraints.
961,41,1986,ROU,Summary not available due to computational constraints.
962,41,1986,GIN,Summary not available due to computational constraints.
963,41,1986,ITA,Summary not available due to computational constraints.
964,41,1986,WSM,Summary not available due to computational constraints.
965,41,1986,TUR,Summary not available due to computational constraints.
966,41,1986,FRA,Summary not available due to computational constraints.
967,41,1986,BRN,Summary not available due to computational constraints.
968,41,1986,RUS,Summary not available due to computational constraints.
969,41,1986,BHR,Summary not available due to computational constraints.
970,41,1986,AFG,Summary not available due to computational constraints.
971,41,1986,ESP,Summary not available due to computational constraints.
972,41,1986,SEN,Summary not available due to computational constraints.
973,41,1986,SWZ,Summary not available due to computational constraints.
974,41,1986,CPV,Summary not available due to computational constraints.
975,41,1986,USA,Summary not available due to computational constraints.
976,41,1986,CMR,Summary not available due to computational constraints.
977,41,1986,GUY,Summary not available due to computational constraints.
978,41,1986,EGY,Summary not available due to computational constraints.
979,41,1986,CAN,Summary not available due to computational constraints.
980,41,1986,SDN,Summary not available due to computational constraints.
981,41,1986,DJI,Summary not available due to computational constraints.
982,41,1986,DZA,Summary not available due to computational constraints.
983,41,1986,MLT,Summary not available due to computational constraints.
984,41,1986,SAU,Summary not available due to computational constraints.
985,41,1986,SLV,Summary not available due to computational constraints.
986,41,1986,YDYE,Summary not available due to computational constraints.
987,41,1986,LBR,Summary not available due to computational constraints.
988,41,1986,COG,Summary not available due to computational constraints.
989,41,1986,NIC,Summary not available due to computational constraints.
990,41,1986,TTO,Summary not available due to computational constraints.
991,41,1986,NER,Summary not available due to computational constraints.
992,41,1986,QAT,Summary not available due to computational constraints.
993,41,1986,VCT,Summary not available due to computational constraints.
994,41,1986,BHS,Summary not available due to computational constraints.
995,41,1986,GRC,Summary not available due to computational constraints.
996,41,1986,HND,Summary not available due to computational constraints.
997,41,1986,KWT,Summary not available due to computational constraints.
998,41,1986,SYR,Summary not available due to computational constraints.
999,41,1986,AGO,Summary not available due to computational constraints.
1000,41,1986,POL,Summary not available due to computational constraints.
1001,41,1986,HTI,Summary not available due to computational constraints.
1002,41,1986,GMB,Summary not available due to computational constraints.
1003,41,1986,COD,Summary not available due to computational constraints.
1004,41,1986,LSO,Summary not available due to computational constraints.
1005,41,1986,BRA,Summary not available due to computational constraints.
1006,41,1986,AUS,Summary not available due to computational constraints.
1007,41,1986,PNG,Summary not available due to computational constraints.
1008,41,1986,COL,Summary not available due to computational constraints.
1009,41,1986,IRL,Summary not available due to computational constraints.
1010,41,1986,PAN,Summary not available due to computational constraints.
1011,41,1986,ARG,Summary not available due to computational constraints.
1012,41,1986,ISL,Summary not available due to computational constraints.
1013,41,1986,ECU,Summary not available due to computational constraints.
1014,41,1986,CRI,Summary not available due to computational constraints.
1015,41,1986,YUG,Summary not available due to computational constraints.
1016,41,1986,CHL,Summary not available due to computational constraints.
1017,41,1986,URY,Summary not available due to computational constraints.
1018,41,1986,GNB,Summary not available due to computational constraints.
1019,41,1986,MLI,Summary not available due to computational constraints.
1020,41,1986,PER,Summary not available due to computational constraints.
1021,41,1986,TGO,Summary not available due to computational constraints.
1022,41,1986,LBY,Summary not available due to computational constraints.
1023,41,1986,JOR,Summary not available due to computational constraints.
1024,41,1986,NGA,Summary not available due to computational constraints.
1025,41,1986,UKR,Summary not available due to computational constraints.
1026,41,1986,KEN,Summary not available due to computational constraints.
1027,41,1986,IRN,Summary not available due to computational constraints.
1028,41,1986,ZWE,Summary not available due to computational constraints.
1029,41,1986,MAR,Summary not available due to computational constraints.
1030,41,1986,MDV,Summary not available due to computational constraints.
1031,41,1986,TUN,Summary not available due to computational constraints.
1032,41,1986,ATG,Summary not available due to computational constraints.
1033,41,1986,NOR,Summary not available due to computational constraints.
1034,41,1986,DDR,Summary not available due to computational constraints.
1035,41,1986,STP,Summary not available due to computational constraints.
1036,41,1986,DEU,Summary not available due to computational constraints.
1037,41,1986,BWA,Summary not available due to computational constraints.
1038,41,1986,LUX,Summary not available due to computational constraints.
1039,41,1986,BFA,Summary not available due to computational constraints.
1040,41,1986,COM,Summary not available due to computational constraints.
1041,41,1986,GTM,Summary not available due to computational constraints.
1042,41,1986,KHM,Summary not available due to computational constraints.
1043,41,1986,CHN,Summary not available due to computational constraints.
1044,41,1986,SLE,Summary not available due to computational constraints.
1045,41,1986,VNM,Summary not available due to computational constraints.
1046,41,1986,PRY,Summary not available due to computational constraints.
1047,41,1986,BRB,Summary not available due to computational constraints.
1048,41,1986,MNG,Summary not available due to computational constraints.
1049,41,1986,SGP,Summary not available due to computational constraints.
1050,41,1986,MMR,Summary not available due to computational constraints.
1051,41,1986,MYS,Summary not available due to computational constraints.
1052,41,1986,HUN,Summary not available due to computational constraints.
1053,41,1986,PRT,Summary not available due to computational constraints.
1054,41,1986,OMN,Summary not available due to computational constraints.
1055,41,1986,VEN,Summary not available due to computational constraints.
1056,57,2002,PAN,Summary not available due to computational constraints.
1057,57,2002,IND,Summary not available due to computational constraints.
1058,57,2002,MDV,Summary not available due to computational constraints.
1059,57,2002,DJI,Summary not available due to computational constraints.
1060,57,2002,NLD,Summary not available due to computational constraints.
1061,57,2002,ISR,Summary not available due to computational constraints.
1062,57,2002,BRB,Summary not available due to computational constraints.
1063,57,2002,KHM,Summary not available due to computational constraints.
1064,57,2002,TGO,Summary not available due to computational constraints.
1065,57,2002,THA,Summary not available due to computational constraints.
1066,57,2002,NZL,Summary not available due to computational constraints.
1067,57,2002,NIC,Summary not available due to computational constraints.
1068,57,2002,GAB,Summary not available due to computational constraints.
1069,57,2002,KGZ,Summary not available due to computational constraints.
1070,57,2002,COL,Summary not available due to computational constraints.
1071,57,2002,WSM,Summary not available due to computational constraints.
1072,57,2002,PSE,Summary not available due to computational constraints.
1073,57,2002,GBR,Summary not available due to computational constraints.
1074,57,2002,GHA,Summary not available due to computational constraints.
1075,57,2002,CMR,Summary not available due to computational constraints.
1076,57,2002,ECU,Summary not available due to computational constraints.
1077,57,2002,CHE,Summary not available due to computational constraints.
1078,57,2002,QAT,Summary not available due to computational constraints.
1079,57,2002,PNG,Summary not available due to computational constraints.
1080,57,2002,LBN,Summary not available due to computational constraints.
1081,57,2002,CRI,Summary not available due to computational constraints.
1082,57,2002,NRU,Summary not available due to computational constraints.
1083,57,2002,ARG,Summary not available due to computational constraints.
1084,57,2002,AZE,Summary not available due to computational constraints.
1085,57,2002,ETH,Summary not available due to computational constraints.
1086,57,2002,MHL,Summary not available due to computational constraints.
1087,57,2002,KEN,Summary not available due to computational constraints.
1088,57,2002,ARE,Summary not available due to computational constraints.
1089,57,2002,HRV,Summary not available due to computational constraints.
1090,57,2002,SVN,Summary not available due to computational constraints.
1091,57,2002,ZMB,Summary not available due to computational constraints.
1092,57,2002,MYS,Summary not available due to computational constraints.
1093,57,2002,CZE,Summary not available due to computational constraints.
1094,57,2002,OMN,Summary not available due to computational constraints.
1095,57,2002,SOM,Summary not available due to computational constraints.
1096,57,2002,COG,Summary not available due to computational constraints.
1097,57,2002,VNM,Summary not available due to computational constraints.
1098,57,2002,LAO,Summary not available due to computational constraints.
1099,57,2002,MKD,Summary not available due to computational constraints.
1100,57,2002,PLW,Summary not available due to computational constraints.
1101,57,2002,SWZ,Summary not available due to computational constraints.
1102,57,2002,MLT,Summary not available due to computational constraints.
1103,57,2002,NGA,Summary not available due to computational constraints.
1104,57,2002,AGO,Summary not available due to computational constraints.
1105,57,2002,JPN,Summary not available due to computational constraints.
1106,57,2002,FRA,Summary not available due to computational constraints.
1107,57,2002,DEU,Summary not available due to computational constraints.
1108,57,2002,BHS,Summary not available due to computational constraints.
1109,57,2002,EST,Summary not available due to computational constraints.
1110,57,2002,SAU,Summary not available due to computational constraints.
1111,57,2002,BLZ,Summary not available due to computational constraints.
1112,57,2002,UZB,Summary not available due to computational constraints.
1113,57,2002,GEO,Summary not available due to computational constraints.
1114,57,2002,ROU,Summary not available due to computational constraints.
1115,57,2002,BOL,Summary not available due to computational constraints.
1116,57,2002,SLV,Summary not available due to computational constraints.
1117,57,2002,SVK,Summary not available due to computational constraints.
1118,57,2002,SGP,Summary not available due to computational constraints.
1119,57,2002,HTI,Summary not available due to computational constraints.
1120,57,2002,MLI,Summary not available due to computational constraints.
1121,57,2002,NER,Summary not available due to computational constraints.
1122,57,2002,RUS,Summary not available due to computational constraints.
1123,57,2002,BIH,Summary not available due to computational constraints.
1124,57,2002,LKA,Summary not available due to computational constraints.
1125,57,2002,DZA,Summary not available due to computational constraints.
1126,57,2002,GUY,Summary not available due to computational constraints.
1127,57,2002,TUV,Summary not available due to computational constraints.
1128,57,2002,SDN,Summary not available due to computational constraints.
1129,57,2002,MMR,Summary not available due to computational constraints.
1130,57,2002,TTO,Summary not available due to computational constraints.
1131,57,2002,LVA,Summary not available due to computational constraints.
1132,57,2002,CIV,Summary not available due to computational constraints.
1133,57,2002,AFG,Summary not available due to computational constraints.
1134,57,2002,PER,Summary not available due to computational constraints.
1135,57,2002,ZWE,Summary not available due to computational constraints.
1136,57,2002,CPV,Summary not available due to computational constraints.
1137,57,2002,IRN,Summary not available due to computational constraints.
1138,57,2002,MOZ,Summary not available due to computational constraints.
1139,57,2002,NAM,Summary not available due to computational constraints.
1140,57,2002,ATG,Summary not available due to computational constraints.
1141,57,2002,IRQ,Summary not available due to computational constraints.
1142,57,2002,MUS,Summary not available due to computational constraints.
1143,57,2002,AUS,Summary not available due to computational constraints.
1144,57,2002,PRY,Summary not available due to computational constraints.
1145,57,2002,VCT,Summary not available due to computational constraints.
1146,57,2002,AND,Summary not available due to computational constraints.
1147,57,2002,AUT,Summary not available due to computational constraints.
1148,57,2002,GTM,Summary not available due to computational constraints.
1149,57,2002,PRK,Summary not available due to computational constraints.
1150,57,2002,BEN,Summary not available due to computational constraints.
1151,57,2002,GNQ,Summary not available due to computational constraints.
1152,57,2002,CHN,Summary not available due to computational constraints.
1153,57,2002,TON,Summary not available due to computational constraints.
1154,57,2002,PHL,Summary not available due to computational constraints.
1155,57,2002,JOR,Summary not available due to computational constraints.
1156,57,2002,NOR,Summary not available due to computational constraints.
1157,57,2002,DNK,Summary not available due to computational constraints.
1158,57,2002,MAR,Summary not available due to computational constraints.
1159,57,2002,LCA,Summary not available due to computational constraints.
1160,57,2002,SMR,Summary not available due to computational constraints.
1161,57,2002,BFA,Summary not available due to computational constraints.
1162,57,2002,BLR,Summary not available due to computational constraints.
1163,57,2002,CAN,Summary not available due to computational constraints.
1164,57,2002,SLE,Summary not available due to computational constraints.
1165,57,2002,TUN,Summary not available due to computational constraints.
1166,57,2002,GMB,Summary not available due to computational constraints.
1167,57,2002,VEN,Summary not available due to computational constraints.
1168,57,2002,TJK,Summary not available due to computational constraints.
1169,57,2002,BDI,Summary not available due to computational constraints.
1170,57,2002,STP,Summary not available due to computational constraints.
1171,57,2002,TCD,Summary not available due to computational constraints.
1172,57,2002,SUR,Summary not available due to computational constraints.
1173,57,2002,LBR,Summary not available due to computational constraints.
1174,57,2002,LIE,Summary not available due to computational constraints.
1175,57,2002,GIN,Summary not available due to computational constraints.
1176,57,2002,YUG,Summary not available due to computational constraints.
1177,57,2002,KOR,Summary not available due to computational constraints.
1178,57,2002,POL,Summary not available due to computational constraints.
1179,57,2002,SWE,Summary not available due to computational constraints.
1180,57,2002,CAF,Summary not available due to computational constraints.
1181,57,2002,MEX,Summary not available due to computational constraints.
1182,57,2002,BGD,Summary not available due to computational constraints.
1183,57,2002,FSM,Summary not available due to computational constraints.
1184,57,2002,SLB,Summary not available due to computational constraints.
1185,57,2002,GRD,Summary not available due to computational constraints.
1186,57,2002,RWA,Summary not available due to computational constraints.
1187,57,2002,BRA,Summary not available due to computational constraints.
1188,57,2002,MWI,Summary not available due to computational constraints.
1189,57,2002,BRN,Summary not available due to computational constraints.
1190,57,2002,MCO,Summary not available due to computational constraints.
1191,57,2002,COD,Summary not available due to computational constraints.
1192,57,2002,KWT,Summary not available due to computational constraints.
1193,57,2002,MDG,Summary not available due to computational constraints.
1194,57,2002,ESP,Summary not available due to computational constraints.
1195,57,2002,BEL,Summary not available due to computational constraints.
1196,57,2002,NPL,Summary not available due to computational constraints.
1197,57,2002,LTU,Summary not available due to computational constraints.
1198,57,2002,URY,Summary not available due to computational constraints.
1199,57,2002,FIN,Summary not available due to computational constraints.
1200,57,2002,BHR,Summary not available due to computational constraints.
1201,57,2002,FJI,Summary not available due to computational constraints.
1202,57,2002,DOM,Summary not available due to computational constraints.
1203,57,2002,ISL,Summary not available due to computational constraints.
1204,57,2002,JAM,Summary not available due to computational constraints.
1205,57,2002,EGY,Summary not available due to computational constraints.
1206,57,2002,BTN,Summary not available due to computational constraints.
1207,57,2002,TUR,Summary not available due to computational constraints.
1208,57,2002,YEM,Summary not available due to computational constraints.
1209,57,2002,GNB,Summary not available due to computational constraints.
1210,57,2002,SEN,Summary not available due to computational constraints.
1211,57,2002,HUN,Summary not available due to computational constraints.
1212,57,2002,IRL,Summary not available due to computational constraints.
1213,57,2002,ERI,Summary not available due to computational constraints.
1214,57,2002,TKM,Summary not available due to computational constraints.
1215,57,2002,PRT,Summary not available due to computational constraints.
1216,57,2002,LUX,Summary not available due to computational constraints.
1217,57,2002,PAK,Summary not available due to computational constraints.
1218,57,2002,BGR,Summary not available due to computational constraints.
1219,57,2002,UKR,Summary not available due to computational constraints.
1220,57,2002,UGA,Summary not available due to computational constraints.
1221,57,2002,LSO,Summary not available due to computational constraints.
1222,57,2002,HND,Summary not available due to computational constraints.
1223,57,2002,SYR,Summary not available due to computational constraints.
1224,57,2002,VUT,Summary not available due to computational constraints.
1225,57,2002,TZA,Summary not available due to computational constraints.
1226,57,2002,MNG,Summary not available due to computational constraints.
1227,57,2002,ALB,Summary not available due to computational constraints.
1228,57,2002,ZAF,Summary not available due to computational constraints.
1229,57,2002,KNA,Summary not available due to computational constraints.
1230,57,2002,DMA,Summary not available due to computational constraints.
1231,57,2002,MRT,Summary not available due to computational constraints.
1232,57,2002,GRC,Summary not available due to computational constraints.
1233,57,2002,CHL,Summary not available due to computational constraints.
1234,57,2002,IDN,Summary not available due to computational constraints.
1235,57,2002,COM,Summary not available due to computational constraints.
1236,57,2002,CYP,Summary not available due to computational constraints.
1237,57,2002,BWA,Summary not available due to computational constraints.
1238,57,2002,KAZ,Summary not available due to computational constraints.
1239,57,2002,MDA,Summary not available due to computational constraints.
1240,57,2002,ITA,Summary not available due to computational constraints.
1241,57,2002,ARM,Summary not available due to computational constraints.
1242,57,2002,CUB,Summary not available due to computational constraints.
1243,57,2002,USA,Summary not available due to computational constraints.
1244,30,1975,RUS,Summary not available due to computational constraints.
1245,30,1975,SEN,Summary not available due to computational constraints.
1246,30,1975,NZL,Summary not available due to computational constraints.
1247,30,1975,POL,Summary not available due to computational constraints.
1248,30,1975,VEN,Summary not available due to computational constraints.
1249,30,1975,BGR,Summary not available due to computational constraints.
1250,30,1975,ESP,Summary not available due to computational constraints.
1251,30,1975,AUT,Summary not available due to computational constraints.
1252,30,1975,MUS,Summary not available due to computational constraints.
1253,30,1975,FIN,Summary not available due to computational constraints.
1254,30,1975,NER,Summary not available due to computational constraints.
1255,30,1975,CAN,Summary not available due to computational constraints.
1256,30,1975,FRA,Summary not available due to computational constraints.
1257,30,1975,TGO,Summary not available due to computational constraints.
1258,30,1975,GAB,Summary not available due to computational constraints.
1259,30,1975,ISL,Summary not available due to computational constraints.
1260,30,1975,GRD,Summary not available due to computational constraints.
1261,30,1975,PAN,Summary not available due to computational constraints.
1262,30,1975,CUB,Summary not available due to computational constraints.
1263,30,1975,UGA,Summary not available due to computational constraints.
1264,30,1975,UKR,Summary not available due to computational constraints.
1265,30,1975,LKA,Summary not available due to computational constraints.
1266,30,1975,NPL,Summary not available due to computational constraints.
1267,30,1975,CAF,Summary not available due to computational constraints.
1268,30,1975,LBR,Summary not available due to computational constraints.
1269,30,1975,BEN,Summary not available due to computational constraints.
1270,30,1975,ALB,Summary not available due to computational constraints.
1271,30,1975,IRQ,Summary not available due to computational constraints.
1272,30,1975,KHM,Summary not available due to computational constraints.
1273,30,1975,MYS,Summary not available due to computational constraints.
1274,30,1975,THA,Summary not available due to computational constraints.
1275,30,1975,PAK,Summary not available due to computational constraints.
1276,30,1975,GRC,Summary not available due to computational constraints.
1277,30,1975,COL,Summary not available due to computational constraints.
1278,30,1975,MRT,Summary not available due to computational constraints.
1279,30,1975,YUG,Summary not available due to computational constraints.
1280,30,1975,NIC,Summary not available due to computational constraints.
1281,30,1975,IND,Summary not available due to computational constraints.
1282,30,1975,YEM,Summary not available due to computational constraints.
1283,30,1975,COG,Summary not available due to computational constraints.
1284,30,1975,CHL,Summary not available due to computational constraints.
1285,30,1975,URY,Summary not available due to computational constraints.
1286,30,1975,SDN,Summary not available due to computational constraints.
1287,30,1975,BRA,Summary not available due to computational constraints.
1288,30,1975,KWT,Summary not available due to computational constraints.
1289,30,1975,BGD,Summary not available due to computational constraints.
1290,30,1975,SWE,Summary not available due to computational constraints.
1291,30,1975,JOR,Summary not available due to computational constraints.
1292,30,1975,GUY,Summary not available due to computational constraints.
1293,30,1975,NOR,Summary not available due to computational constraints.
1294,30,1975,TUN,Summary not available due to computational constraints.
1295,30,1975,LSO,Summary not available due to computational constraints.
1296,30,1975,ITA,Summary not available due to computational constraints.
1297,30,1975,PRY,Summary not available due to computational constraints.
1298,30,1975,MMR,Summary not available due to computational constraints.
1299,30,1975,MAR,Summary not available due to computational constraints.
1300,30,1975,ZMB,Summary not available due to computational constraints.
1301,30,1975,DOM,Summary not available due to computational constraints.
1302,30,1975,GTM,Summary not available due to computational constraints.
1303,30,1975,TUR,Summary not available due to computational constraints.
1304,30,1975,MDG,Summary not available due to computational constraints.
1305,30,1975,PHL,Summary not available due to computational constraints.
1306,30,1975,SGP,Summary not available due to computational constraints.
1307,30,1975,NLD,Summary not available due to computational constraints.
1308,30,1975,USA,Summary not available due to computational constraints.
1309,30,1975,CSK,Summary not available due to computational constraints.
1310,30,1975,BWA,Summary not available due to computational constraints.
1311,30,1975,GBR,Summary not available due to computational constraints.
1312,30,1975,AUS,Summary not available due to computational constraints.
1313,30,1975,SLV,Summary not available due to computational constraints.
1314,30,1975,SYR,Summary not available due to computational constraints.
1315,30,1975,ROU,Summary not available due to computational constraints.
1316,30,1975,RWA,Summary not available due to computational constraints.
1317,30,1975,IDN,Summary not available due to computational constraints.
1318,30,1975,TCD,Summary not available due to computational constraints.
1319,30,1975,GNQ,Summary not available due to computational constraints.
1320,30,1975,ECU,Summary not available due to computational constraints.
1321,30,1975,BOL,Summary not available due to computational constraints.
1322,30,1975,JAM,Summary not available due to computational constraints.
1323,30,1975,HND,Summary not available due to computational constraints.
1324,30,1975,DDR,Summary not available due to computational constraints.
1325,30,1975,AFG,Summary not available due to computational constraints.
1326,30,1975,BFA,Summary not available due to computational constraints.
1327,30,1975,ARG,Summary not available due to computational constraints.
1328,30,1975,TZA,Summary not available due to computational constraints.
1329,30,1975,ARE,Summary not available due to computational constraints.
1330,30,1975,MOZ,Summary not available due to computational constraints.
1331,30,1975,BLR,Summary not available due to computational constraints.
1332,30,1975,ISR,Summary not available due to computational constraints.
1333,30,1975,IRL,Summary not available due to computational constraints.
1334,30,1975,SAU,Summary not available due to computational constraints.
1335,30,1975,IRN,Summary not available due to computational constraints.
1336,30,1975,FJI,Summary not available due to computational constraints.
1337,30,1975,KEN,Summary not available due to computational constraints.
1338,30,1975,CHN,Summary not available due to computational constraints.
1339,30,1975,BEL,Summary not available due to computational constraints.
1340,30,1975,SOM,Summary not available due to computational constraints.
1341,30,1975,DEU,Summary not available due to computational constraints.
1342,30,1975,GIN,Summary not available due to computational constraints.
1343,30,1975,MEX,Summary not available due to computational constraints.
1344,30,1975,YDYE,Summary not available due to computational constraints.
1345,30,1975,JPN,Summary not available due to computational constraints.
1346,30,1975,LBY,Summary not available due to computational constraints.
1347,30,1975,GHA,Summary not available due to computational constraints.
1348,30,1975,LAO,Summary not available due to computational constraints.
1349,30,1975,NGA,Summary not available due to computational constraints.
1350,30,1975,BDI,Summary not available due to computational constraints.
1351,30,1975,SLE,Summary not available due to computational constraints.
1352,30,1975,OMN,Summary not available due to computational constraints.
1353,30,1975,MNG,Summary not available due to computational constraints.
1354,30,1975,PRT,Summary not available due to computational constraints.
1355,30,1975,BTN,Summary not available due to computational constraints.
1356,30,1975,BRB,Summary not available due to computational constraints.
1357,30,1975,DZA,Summary not available due to computational constraints.
1358,30,1975,CMR,Summary not available due to computational constraints.
1359,30,1975,CYP,Summary not available due to computational constraints.
1360,30,1975,HUN,Summary not available due to computational constraints.
1361,30,1975,PER,Summary not available due to computational constraints.
1362,30,1975,BHR,Summary not available due to computational constraints.
1363,30,1975,ETH,Summary not available due to computational constraints.
1364,30,1975,COD,Summary not available due to computational constraints.
1365,30,1975,MLI,Summary not available due to computational constraints.
1366,30,1975,MWI,Summary not available due to computational constraints.
1367,30,1975,QAT,Summary not available due to computational constraints.
1368,30,1975,DNK,Summary not available due to computational constraints.
1369,30,1975,CRI,Summary not available due to computational constraints.
1370,51,1996,COG,Summary not available due to computational constraints.
1371,51,1996,GRC,Summary not available due to computational constraints.
1372,51,1996,SYR,Summary not available due to computational constraints.
1373,51,1996,BGR,Summary not available due to computational constraints.
1374,51,1996,SEN,Summary not available due to computational constraints.
1375,51,1996,HUN,Summary not available due to computational constraints.
1376,51,1996,SLV,Summary not available due to computational constraints.
1377,51,1996,BRN,Summary not available due to computational constraints.
1378,51,1996,BFA,Summary not available due to computational constraints.
1379,51,1996,THA,Summary not available due to computational constraints.
1380,51,1996,ATG,Summary not available due to computational constraints.
1381,51,1996,NGA,Summary not available due to computational constraints.
1382,51,1996,BGD,Summary not available due to computational constraints.
1383,51,1996,EST,Summary not available due to computational constraints.
1384,51,1996,BEN,Summary not available due to computational constraints.
1385,51,1996,DOM,Summary not available due to computational constraints.
1386,51,1996,MAR,Summary not available due to computational constraints.
1387,51,1996,ITA,Summary not available due to computational constraints.
1388,51,1996,BLR,Summary not available due to computational constraints.
1389,51,1996,KEN,Summary not available due to computational constraints.
1390,51,1996,BIH,Summary not available due to computational constraints.
1391,51,1996,BRA,Summary not available due to computational constraints.
1392,51,1996,ZMB,Summary not available due to computational constraints.
1393,51,1996,CAF,Summary not available due to computational constraints.
1394,51,1996,MDG,Summary not available due to computational constraints.
1395,51,1996,GAB,Summary not available due to computational constraints.
1396,51,1996,PRK,Summary not available due to computational constraints.
1397,51,1996,RUS,Summary not available due to computational constraints.
1398,51,1996,GUY,Summary not available due to computational constraints.
1399,51,1996,TUN,Summary not available due to computational constraints.
1400,51,1996,SVK,Summary not available due to computational constraints.
1401,51,1996,ERI,Summary not available due to computational constraints.
1402,51,1996,IRL,Summary not available due to computational constraints.
1403,51,1996,GBR,Summary not available due to computational constraints.
1404,51,1996,ARE,Summary not available due to computational constraints.
1405,51,1996,KOR,Summary not available due to computational constraints.
1406,51,1996,DMA,Summary not available due to computational constraints.
1407,51,1996,ISL,Summary not available due to computational constraints.
1408,51,1996,LIE,Summary not available due to computational constraints.
1409,51,1996,VUT,Summary not available due to computational constraints.
1410,51,1996,SAU,Summary not available due to computational constraints.
1411,51,1996,SGP,Summary not available due to computational constraints.
1412,51,1996,BOL,Summary not available due to computational constraints.
1413,51,1996,ESP,Summary not available due to computational constraints.
1414,51,1996,MWI,Summary not available due to computational constraints.
1415,51,1996,OMN,Summary not available due to computational constraints.
1416,51,1996,NIC,Summary not available due to computational constraints.
1417,51,1996,PLW,Summary not available due to computational constraints.
1418,51,1996,NER,Summary not available due to computational constraints.
1419,51,1996,GIN,Summary not available due to computational constraints.
1420,51,1996,GNB,Summary not available due to computational constraints.
1421,51,1996,GHA,Summary not available due to computational constraints.
1422,51,1996,ISR,Summary not available due to computational constraints.
1423,51,1996,PHL,Summary not available due to computational constraints.
1424,51,1996,SDN,Summary not available due to computational constraints.
1425,51,1996,USA,Summary not available due to computational constraints.
1426,51,1996,CYP,Summary not available due to computational constraints.
1427,51,1996,MRT,Summary not available due to computational constraints.
1428,51,1996,FIN,Summary not available due to computational constraints.
1429,51,1996,VEN,Summary not available due to computational constraints.
1430,51,1996,MKD,Summary not available due to computational constraints.
1431,51,1996,MUS,Summary not available due to computational constraints.
1432,51,1996,ARG,Summary not available due to computational constraints.
1433,51,1996,MEX,Summary not available due to computational constraints.
1434,51,1996,TCD,Summary not available due to computational constraints.
1435,51,1996,UGA,Summary not available due to computational constraints.
1436,51,1996,AFG,Summary not available due to computational constraints.
1437,51,1996,JOR,Summary not available due to computational constraints.
1438,51,1996,SVN,Summary not available due to computational constraints.
1439,51,1996,FSM,Summary not available due to computational constraints.
1440,51,1996,IRQ,Summary not available due to computational constraints.
1441,51,1996,FJI,Summary not available due to computational constraints.
1442,51,1996,TJK,Summary not available due to computational constraints.
1443,51,1996,SLE,Summary not available due to computational constraints.
1444,51,1996,LTU,Summary not available due to computational constraints.
1445,51,1996,SWZ,Summary not available due to computational constraints.
1446,51,1996,LBN,Summary not available due to computational constraints.
1447,51,1996,CUB,Summary not available due to computational constraints.
1448,51,1996,MYS,Summary not available due to computational constraints.
1449,51,1996,SMR,Summary not available due to computational constraints.
1450,51,1996,RWA,Summary not available due to computational constraints.
1451,51,1996,UZB,Summary not available due to computational constraints.
1452,51,1996,MLT,Summary not available due to computational constraints.
1453,51,1996,HTI,Summary not available due to computational constraints.
1454,51,1996,IRN,Summary not available due to computational constraints.
1455,51,1996,MLI,Summary not available due to computational constraints.
1456,51,1996,FRA,Summary not available due to computational constraints.
1457,51,1996,TUR,Summary not available due to computational constraints.
1458,51,1996,GEO,Summary not available due to computational constraints.
1459,51,1996,EGY,Summary not available due to computational constraints.
1460,51,1996,AGO,Summary not available due to computational constraints.
1461,51,1996,KNA,Summary not available due to computational constraints.
1462,51,1996,LKA,Summary not available due to computational constraints.
1463,51,1996,TTO,Summary not available due to computational constraints.
1464,51,1996,GNQ,Summary not available due to computational constraints.
1465,51,1996,DZA,Summary not available due to computational constraints.
1466,51,1996,AZE,Summary not available due to computational constraints.
1467,51,1996,BHR,Summary not available due to computational constraints.
1468,51,1996,BDI,Summary not available due to computational constraints.
1469,51,1996,DJI,Summary not available due to computational constraints.
1470,51,1996,URY,Summary not available due to computational constraints.
